NYSE Stock Exchange
"Wednesday, August 20, 2014 5:32 PM"

Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
Restoration Hardware Holdings,RH,87.33,87.85,85.89,87.55,0.32,0.37,"804,624",94.50,54.61,...,...,168.37,30.09
Retail Properties of America,RPAI,15.60,15.71,15.49,15.70,0.13,0.83,"786,370",15.85,12.07,0.66,4.22,...,23.43
Revlon Cl A,REV,32.88,33.66,32.64,33.29,0.31,0.94,"35,265",33.66,22.12,...,...,...,33.37
Rex American Resources,REX,99.97,102.92,99.56,102.33,2.39,2.39,"148,753",102.92,26.70,...,...,15.77,128.87
Rexford Industrial Realty,REXR,14.51,14.70,13.99,14.59,-0.03,-0.21,"342,858",15.50,12.14,0.48,3.29,...,10.53
Rexnord,RXN,27.91,28.39,27.84,28.35,0.28,1.00,"640,723",30.94,18.40,...,...,105.00,4.96
Reynolds American,RAI,58.07,58.24,57.50,57.93,-0.21,-0.36,"1,831,079",63.39,46.55,2.68,4.63,19.44,15.88
Rhino Resource Partners,RNO,13.31,13.73,13.31,13.73,0.35,2.62,"37,559",14.65,9.81,1.78,12.96,...,20.65
Rice Energy,RICE,28.99,29.57,28.68,29.48,0.54,1.87,"739,307",34.34,20.78,...,...,...,34.61
RingCentral Cl A,RNG,13.68,13.83,13.37,13.49,-0.28,-2.03,"198,405",23.65,11.33,...,...,...,-26.57
Rio Alto Mining,RIOM,2.79,2.81,2.72,2.77,-0.02,-0.72,"130,819",2.88,1.26,...,...,8.35,65.87
Rio Tinto ADS,RIO,57.34,57.83,57.26,57.53,0.55,0.97,"1,777,582",60.61,45.00,1.92,3.33,16.35,1.95
Ritchie Bros. Auctioneers,RBA,24.00,24.24,23.96,24.17,0.08,0.33,"321,629",25.73,18.08,0.56,2.32,23.76,5.41
Rite Aid,RAD,6.41,6.46,6.36,6.43,-0.03,-0.46,"12,801,718",8.62,3.35,...,...,35.72,27.08
RLI,RLI,45.21,45.66,44.96,45.47,0.03,0.07,"109,418",52.56,38.85,0.72,1.58,14.58,-6.61
RLJ Lodging Trust,RLJ,29.68,29.93,29.55,29.84,0.01,0.03,"375,361",30.01,22.56,1.20,4.02,27.97,22.70
Roadrunner Transportation Systems,RRTS,25.76,25.88,25.29,25.51,-0.35,-1.35,"103,478",29.82,21.17,...,...,19.18,-5.34
Robert Half International,RHI,50.16,50.24,49.80,50.02,-0.13,-0.26,"652,328",53.08,35.14,0.72,1.44,25.14,19.12
Rock-Tenn Cl A,RKT,95.02,95.42,94.50,94.92,-0.51,-0.53,"288,659",126.05,92.12,1.40,1.47,13.62,-9.61
Rockwell Automation,ROK,116.29,117.67,116.03,117.46,1.18,1.01,"689,723",128.57,96.63,2.32,1.98,20.53,-0.59
Rockwell Collins,COL,75.83,77.28,75.61,77.19,1.46,1.93,"1,120,873",84.06,65.76,1.20,1.55,17.04,4.42
Rockwood Holdings,ROC,79.34,79.52,79.18,79.46,-0.19,-0.24,"1,975,496",86.18,62.37,1.80,2.27,...,10.48
Rogers,ROG,58.65,59.80,58.47,59.75,0.81,1.37,"75,788",68.34,52.66,...,...,20.89,-2.85
Rogers Communications Cl B,RCI,39.77,39.95,39.54,39.85,0.08,0.20,"165,307",46.10,37.00,1.68,4.20,13.69,-11.93
Rollins Inc.,ROL,29.63,29.81,29.57,29.74,0.02,0.07,"112,112",31.49,24.09,0.42,1.41,33.04,-1.82
Roper Industries,ROP,150.62,151.74,150.09,150.93,0.44,0.29,"312,842",151.74,122.97,0.80,0.53,24.74,8.83
Rose Rock Midstream,RRMS,56.60,57.73,56.01,56.53,0.24,0.43,"53,849",58.43,31.49,1.98,3.50,41.69,46.07
Rosetta Stone,RST,8.79,8.84,8.67,8.74,-0.12,-1.35,"72,669",16.59,8.51,...,...,...,-28.48
Roundys,RNDY,3.60,3.66,3.49,3.57,-0.05,-1.38,"497,033",10.96,3.47,0.48,13.45,...,-63.79
Rouse Properties,RSE,17.36,17.47,17.26,17.36,-0.07,-0.40,"549,190",25.26,15.65,0.68,3.92,...,-21.77
Rowan Cos.,RDC,29.74,30.03,29.45,29.94,0.22,0.74,"2,570,365",38.65,28.43,0.40,1.34,19.19,-15.33
Royal Bank of Canada,RY,74.55,74.65,74.08,74.36,-0.20,-0.27,"449,189",74.82,60.76,2.61,3.51,12.80,10.61
Royal Bank of Scotland Group ADS,RBS,11.83,11.97,11.80,11.94,-0.03,-0.25,"494,537",12.47,9.80,...,...,...,5.38
Royal Caribbean Cruises,RCL,63.42,63.95,63.05,63.53,-0.13,-0.20,"737,897",63.95,35.67,1.00,1.57,26.14,33.97
Royal Dutch Shell ADS B,RDSB,84.09,84.13,83.77,84.02,-1.25,-1.47,"760,189",88.13,66.00,3.76,4.48,15.74,11.86
Royal Dutch Shell ADS Cl A,RDSA,80.14,80.19,79.83,80.10,-0.77,-0.95,"1,216,419",83.42,63.27,3.76,4.69,15.01,12.39
RPC,RES,22.42,22.49,21.60,22.06,-0.43,-1.91,"2,250,878",25.15,14.22,0.42,1.90,24.51,23.59
RPM International,RPM,46.47,46.71,46.31,46.64,0.10,0.21,"266,630",46.83,33.37,0.96,2.06,21.20,12.36
RSP Permian,RSPP,26.56,26.98,26.11,26.91,0.40,1.51,"712,720",33.67,19.50,...,...,...,33.55
RTI International Metals,RTI,28.84,28.92,28.31,28.58,-0.36,-1.24,"142,303",36.09,23.99,...,...,95.27,-16.46
Rubicon Project,RUBI,11.08,11.11,10.75,10.99,-0.14,-1.26,"101,611",23.20,8.76,...,...,...,-45.30
Ruby Tuesday,RT,6.33,6.42,6.12,6.13,-0.24,-3.77,"353,287",8.22,5.14,...,...,...,-11.54
Ruckus Wireless,RKUS,13.30,13.58,13.21,13.54,0.16,1.20,"1,374,589",18.58,8.65,...,...,409.06,-4.65
Rudolph Technologies,RTEC,9.64,9.71,9.52,9.62,-0.06,-0.62,"114,636",12.32,8.91,...,...,...,-18.06
Ryder System,R,90.23,91.52,90.14,90.82,0.53,0.59,"584,437",91.91,55.17,1.48,1.63,18.38,23.10
Ryerson Holding,RYI,10.21,10.47,10.19,10.43,0.13,1.22,"76,124",10.64,10.01,...,...,0.42,1.22
Ryland Group,RYL,36.87,37.32,36.70,37.13,-0.02,-0.05,"898,605",46.67,31.22,0.12,0.32,9.52,-14.47
Ryman Hospitality Properties,RHP,49.33,49.33,48.72,48.89,-0.41,-0.83,"475,390",50.24,32.97,2.20,4.50,25.45,17.02
Sabine Royalty Trust UBI,SBR,56.20,57.57,56.12,56.95,0.55,0.98,"24,605",63.91,47.81,4.64,8.14,14.60,12.64
Safe Bulkers,SB,8.81,8.84,8.41,8.45,-0.39,-4.41,"544,637",11.48,5.64,0.24,2.84,12.61,-18.75
Safeguard Scientifics,SFE,20.19,20.19,19.65,20.00,-0.25,-1.23,"19,737",22.43,14.14,...,...,15.50,-0.45
Safeway,SWY,34.59,34.74,34.57,34.70,-0.03,-0.09,"964,481",36.03,22.92,0.92,2.65,2.50,19.02
Salesforce.com,CRM,55.38,55.56,54.64,55.39,0.43,0.78,"5,046,088",67.00,42.11,...,...,...,0.36
Sally Beauty Holdings,SBH,26.56,26.85,26.33,26.82,0.26,0.98,"895,501",31.83,24.09,...,...,17.53,-11.28
Sanchez Energy,SN,32.42,33.41,31.86,33.29,0.80,2.46,"1,449,236",38.95,21.65,...,...,...,35.82
SandRidge Energy,SD,5.23,5.24,5.15,5.17,-0.08,-1.52,"8,479,345",7.43,5.08,...,...,...,-14.83
SandRidge Mississippian Trust,SDT,5.11,5.13,4.91,5.01,-0.12,-2.34,"473,792",14.60,4.91,1.43,28.56,2.51,-45.84
SandRidge Mississippian Trust II,SDR,6.42,6.42,6.00,6.24,-0.21,-3.26,"1,479,690",15.00,6.00,1.94,31.15,...,-30.12
SandRidge Permian Trust,PER,11.40,11.41,10.56,10.81,-0.60,-5.26,"1,763,172",15.66,10.56,2.53,23.39,4.62,-8.78
San Juan Basin Royalty Trust,SJT,18.15,18.80,18.12,18.65,0.41,2.25,"81,505",20.25,15.50,1.26,6.74,18.42,11.41
Sanofi ADS,SNY,52.67,52.90,52.45,52.79,-0.50,-0.94,"1,458,197",54.64,46.95,1.91,3.62,20.91,-1.57
Santander Consumer USA Holdings,SC,18.13,18.80,18.08,18.73,0.58,3.20,"1,156,720",26.50,17.35,...,...,11.79,-25.67
SAP ADS,SAP,76.72,77.59,76.72,77.40,-0.55,-0.71,"933,557",87.42,69.71,1.37,1.76,21.31,-11.18
Sasol ADS,SSL,58.35,59.20,58.27,59.10,0.29,0.49,"174,274",60.80,45.73,1.51,2.56,12.98,19.51
Saul Centers,BFS,50.05,50.40,49.86,50.23,-0.01,-0.02,"16,323",51.32,42.69,1.60,3.19,31.68,5.24
Scana,SCG,50.91,51.18,50.70,51.12,0.14,0.27,"697,349",53.89,44.75,2.10,4.11,13.74,8.93
Schlumberger,SLB,109.86,110.03,108.71,109.85,0.43,0.39,"4,618,950",118.76,80.00,1.60,1.46,21.88,21.91
Schweitzer-Mauduit International,SWM,42.88,43.03,42.47,42.83,-0.14,-0.33,"86,180",63.53,38.88,1.44,3.36,19.39,-16.79
Science Applications International,SAIC,43.23,43.28,42.87,43.04,-0.44,-1.01,"177,279",45.70,29.40,1.12,2.60,18.24,30.15
Scorpio Bulkers,SALT,8.09,8.17,7.97,8.15,-0.01,-0.12,"398,743",10.73,7.56,...,...,...,-18.91
Scorpio Tankers,STNG,9.62,9.64,9.49,9.55,-0.12,-1.24,"1,243,795",12.48,8.57,0.40,4.19,29.68,-19.00
Scotts Miracle-Gro,SMG,57.44,58.88,57.44,58.68,1.24,2.16,"773,939",63.96,52.31,1.80,3.07,22.18,-5.69
Scripps Networks Interactive Cl A,SNI,80.27,81.65,80.05,81.50,1.16,1.44,"685,275",86.62,71.33,0.80,0.98,22.77,-5.68
Seabridge Gold,SA,10.75,11.64,10.67,11.19,0.44,4.09,"1,089,827",17.24,6.65,...,...,...,53.29
SEACOR Holding,CKH,81.02,81.02,79.93,80.62,-0.58,-0.71,"82,506",99.00,75.25,...,...,22.65,-11.60
SeaDrill,SDRL,37.41,37.63,37.14,37.57,0.09,0.24,"2,410,867",48.09,32.40,4.00,10.65,3.32,-8.54
Seadrill Partners,SDLP,33.20,33.55,32.80,33.34,0.10,0.30,"113,886",36.07,28.37,2.17,6.51,10.55,7.55
Sealed Air,SEE,35.42,35.66,35.14,35.60,0.04,0.11,"1,436,992",37.20,26.13,0.52,1.46,42.20,4.55
Seaspan,SSW,23.05,23.23,23.01,23.16,0.10,0.43,"91,107",25.10,19.45,1.38,5.96,25.41,0.92
SeaWorld Entertainment,SEAS,18.75,19.05,18.70,18.94,0.23,1.23,"3,040,378",35.30,17.83,0.84,4.44,17.87,-34.17
Select Income REIT,SIR,28.32,28.32,28.03,28.21,-0.13,-0.46,"229,732",31.47,23.79,1.92,6.81,14.03,5.50
Select Medical Holdings,SEM,13.92,14.05,13.73,13.96,...,...,"621,422",16.17,7.90,0.40,2.87,15.69,20.24
Semgroup Cl A,SEMG,82.69,83.23,82.07,83.10,0.07,0.08,"135,513",83.38,51.86,1.08,1.30,...,27.40
Semiconductor Manufacturing International ADS,SMI,4.64,4.73,4.64,4.71,0.03,0.64,"38,151",5.32,3.41,...,...,22.82,20.77
Sempra Energy,SRE,103.91,104.12,103.27,103.84,-0.07,-0.07,"768,945",105.25,81.77,2.64,2.54,23.23,15.69
Senior Housing Properties Trust,SNH,23.33,23.66,23.21,23.64,0.25,1.07,"1,395,221",25.35,20.70,1.56,6.60,24.61,6.34
Sensata Technologies Holding,ST,49.23,49.87,49.00,49.63,0.41,0.83,"989,960",49.87,36.50,...,...,...,28.01
Sensient Technologies,SXT,55.04,55.38,54.69,54.98,-0.32,-0.58,"164,280",57.35,41.12,1.00,1.82,31.42,13.31
Sequans Communications ADS,SQNS,1.86,1.86,1.77,1.82,-0.03,-1.62,"42,157",3.40,1.42,...,...,...,-9.00
Service International,SCI,21.92,22.01,21.86,21.98,0.02,0.09,"641,803",22.10,16.81,0.36,1.64,39.25,21.24
ServiceMaster Global Holdings,SERV,22.48,23.26,22.27,22.76,0.18,0.80,"938,771",23.26,17.05,...,...,...,26.80
ServiceNow,NOW,57.81,58.52,57.14,57.53,-0.18,-0.31,"1,212,726",71.80,44.02,...,...,...,2.71
Sesa Sterlite ADS,SSLT,19.31,19.45,19.25,19.45,...,...,"68,403",21.36,8.58,0.12,0.60,14.23,47.80
Seventy Seven Energy,SSE,23.09,23.59,22.92,23.22,-0.06,-0.26,"229,188",28.34,21.89,...,...,...,-5.80
Shaw Communications Cl B NV,SJR,24.90,24.94,24.66,24.88,...,...,"135,303",26.30,21.77,1.02,4.12,14.81,2.22
Sherwin-Williams,SHW,214.12,215.45,213.49,215.04,0.69,0.32,"403,705",215.62,166.32,2.20,1.02,27.15,17.19
Shinhan Financial Group ADS,SHG,50.59,50.80,50.51,50.79,-0.79,-1.53,"22,524",51.69,34.56,...,...,13.21,11.14
Ship Finance International,SFL,19.26,19.50,19.21,19.49,0.18,0.93,"361,472",19.50,14.90,1.64,8.41,17.56,18.99
Shutterstock,SSTK,77.36,77.36,75.02,75.60,-2.08,-2.68,"284,542",103.01,48.05,...,...,111.18,-9.60
Sibanye Gold ADS,SBGL,9.39,9.59,9.38,9.44,0.13,1.37,"292,645",11.29,3.72,...,...,8.71,96.26
Signet Jewelers,SIG,106.75,107.00,104.84,106.54,-0.45,-0.42,"818,595",113.18,65.91,0.72,0.68,22.81,35.37
Silver Bay Realty Trust,SBY,16.15,16.37,16.10,16.31,0.13,0.80,"193,387",16.98,14.65,0.12,0.74,...,2.00
Silvercorp Metals,SVM,1.91,1.91,1.85,1.88,-0.01,-0.53,"461,087",4.21,1.59,0.02,0.97,...,-17.90
Silver Spring Networks,SSNI,10.16,10.19,9.95,10.04,-0.17,-1.67,"132,639",23.61,9.05,...,...,...,-52.19
Silver Wheaton,SLW,25.39,25.77,25.28,25.49,0.17,0.67,"2,730,773",29.17,19.23,0.24,0.94,28.97,26.25
Simon Property Group,SPG,169.80,171.00,168.77,170.52,0.65,0.38,"769,911",172.72,133.96,5.20,3.05,41.17,19.19
Simpson Manufacturing,SSD,32.67,32.72,31.87,32.24,-0.60,-1.83,"139,555",37.49,30.19,0.56,1.74,26.00,-12.22
SINOPEC Shanghai Petrochemical ADS,SHI,34.05,34.13,34.03,34.12,-0.24,-0.70,"12,555",34.65,22.39,0.81,2.38,15.12,19.55
Six Flags Entertainment,SIX,37.77,38.22,37.75,38.03,0.11,0.29,"377,129",43.19,31.86,1.88,4.94,25.87,3.29
SJW,SJW,26.04,26.23,25.75,26.12,0.11,0.42,"68,136",30.91,25.35,0.75,2.87,24.88,-12.32
Skechers USA Cl A,SKX,57.73,57.80,57.00,57.46,0.30,0.52,"523,187",58.87,26.46,...,...,27.23,73.44
Skilled Healthcare Group Cl A,SKH,7.27,7.36,6.90,7.02,-0.35,-4.75,"420,936",7.90,4.08,...,...,...,45.95
SK Telecom ADS,SKM,29.58,29.63,29.27,29.37,-0.35,-1.18,"1,020,285",29.82,20.36,...,...,12.60,19.29
SL Green Realty,SLG,110.82,111.43,109.84,111.12,-0.02,-0.02,"558,214",112.94,84.89,2.00,1.80,32.23,20.29
SM Energy,SM,77.88,78.66,76.90,78.45,0.48,0.62,"808,598",94.00,66.41,0.10,0.13,25.89,-5.61
Smith&Nephew ADS,SNN,86.44,87.22,86.11,87.00,0.15,0.17,"72,256",100.90,57.99,1.70,1.95,28.81,21.27
Snap-On,SNA,125.47,126.60,125.17,126.34,0.89,0.71,"265,572",126.60,93.35,1.76,1.39,19.26,15.36
Sociedad Quimica y Minera De Chile ADS,SQM,27.99,28.42,27.73,28.36,0.36,1.29,"270,661",36.25,22.50,1.70,5.98,19.73,9.58
SolarWinds,SWI,42.12,42.60,42.09,42.45,0.27,0.64,"323,573",46.95,31.94,...,...,42.88,12.21
Solera Holdings,SLH,65.40,65.65,65.17,65.61,0.02,0.03,"86,191",71.15,50.39,0.68,1.04,3280.50,-7.28
Sonic Automotive Cl A,SAH,24.63,25.00,24.39,24.85,0.12,0.49,"242,052",27.87,21.05,0.10,0.40,13.43,1.51
Sonoco Products,SON,40.01,40.09,39.84,39.98,-0.17,-0.42,"237,218",44.65,36.59,1.28,3.20,17.85,-4.17
Sony ADS,SNE,18.81,19.00,18.78,18.95,0.09,0.48,"3,274,802",21.94,15.23,...,...,...,9.60
Sotheby's,BID,40.21,41.49,40.06,40.97,0.73,1.81,"1,185,750",54.00,35.68,0.40,0.98,21.45,-22.99
SouFun Holdings,SFUN,11.82,11.91,11.62,11.79,0.04,0.34,"4,030,871",19.94,7.34,...,...,17.28,-28.47
Southcross Energy Partners,SXE,22.91,23.09,22.32,22.52,-0.41,-1.79,"42,385",24.88,14.92,1.60,7.10,...,24.90
Southern,SO,43.57,43.84,43.55,43.81,0.01,0.02,"2,618,022",46.81,40.03,2.10,4.79,17.45,6.57
Southern Copper,SCCO,31.84,32.11,31.59,31.90,0.10,0.31,"2,048,936",33.90,24.50,0.48,1.50,18.99,11.11
South Jersey Industries,SJI,57.64,57.71,57.45,57.67,-0.19,-0.33,"143,650",61.18,51.77,1.89,3.28,19.68,3.06
Southwest Airlines,LUV,30.92,31.70,30.88,31.57,0.82,2.67,"5,777,931",31.70,12.64,0.24,0.76,20.24,67.57
Southwestern Energy,SWN,39.77,39.83,39.30,39.44,-0.53,-1.33,"3,806,690",49.16,34.88,...,...,18.96,0.28
Southwest Gas,SWX,52.49,52.77,52.13,52.70,0.25,0.48,"216,787",56.03,45.70,1.46,2.77,18.11,-5.74
Sovran Self Storage,SSS,78.52,78.87,77.88,78.71,-0.04,-0.05,"135,805",80.24,62.66,2.72,3.46,32.92,20.78
Spansion Cl A,CODE,19.24,20.59,19.22,19.73,0.44,2.28,"4,156,875",23.36,9.70,...,...,...,42.04
Sparton,SPA,29.72,29.72,29.04,29.44,-0.49,-1.64,"16,153",33.81,17.51,...,...,17.73,5.33
Spectra Energy,SE,40.78,41.06,40.56,40.80,0.01,0.02,"2,751,154",43.12,32.57,1.34,3.28,25.66,14.54
Spectra Energy Partners,SEP,55.14,55.45,54.80,55.30,0.23,0.42,"64,246",57.56,40.00,2.27,4.10,9.92,21.94
Spectrum Brands Holdings,SPB,86.36,86.67,85.85,86.24,-0.46,-0.53,"108,927",88.40,59.27,1.20,1.39,35.06,22.24
Speedway Motorsports,TRK,17.80,17.80,17.52,17.56,-0.28,-1.57,"30,098",20.75,17.12,0.60,3.42,7.87,-11.54
Spirit AeroSystems Hldgs Cl A,SPR,36.85,37.27,36.85,37.17,0.22,0.60,"1,434,862",37.74,22.25,...,...,...,9.07
Spirit Realty Capital,SRC,11.98,12.08,11.95,12.00,-0.02,-0.17,"4,156,805",12.08,8.35,0.67,5.54,...,22.08
Sprague Resources,SRLP,24.95,25.50,24.78,25.31,0.14,0.56,"21,385",27.30,16.73,1.71,6.76,15.50,38.76
Springleaf Holdings,LEAF,32.84,32.89,32.42,32.69,-0.21,-0.64,"238,416",33.92,18.51,...,...,108.97,29.31
Sprint,S,5.44,5.55,5.37,5.50,0.11,2.04,"27,170,785",11.47,5.36,...,...,...,-48.84
SPX,SPW,103.86,104.47,103.48,103.88,-0.02,-0.02,"350,257",111.47,73.15,1.50,1.44,8.76,4.29
Stage Stores,SSI,18.57,18.73,18.40,18.50,-0.25,-1.33,"502,773",25.39,17.63,0.50,2.70,132.14,-16.74
STAG Industrial,STAG,23.57,23.84,23.45,23.80,0.24,1.02,"404,246",25.19,19.28,1.32,5.55,...,16.72
StanCorp Financial Group,SFG,63.44,64.03,63.40,63.90,0.18,0.28,"108,479",69.51,51.98,1.10,1.72,12.17,-3.55
Standard Motor Products,SMP,38.00,38.24,37.56,38.10,-0.06,-0.16,"42,179",45.80,29.72,0.52,1.36,17.97,3.53
Standard Pacific,SPF,8.31,8.39,8.22,8.37,0.04,0.48,"2,051,127",9.20,7.03,...,...,14.38,-7.51
Standard Register,SR,5.85,5.85,5.75,5.77,-0.11,-1.87,"7,818",14.73,4.54,...,...,...,-16.13
Standex International,SXI,71.95,72.39,71.38,71.90,-0.46,-0.64,"38,784",78.49,52.00,0.40,0.56,20.03,14.34
Stanley Black&Decker,SWK,91.10,91.83,91.00,91.54,0.46,0.51,"907,075",92.76,74.13,2.08,2.27,23.66,13.45
Stanley Black&Decker 2013 Un,SWH,114.77,114.97,114.49,114.58,0.08,0.07,"11,666",117.99,99.90,6.25,5.45,...,11.35
Stantec,STN,64.87,65.40,64.69,65.11,-0.05,-0.08,"4,135",68.05,45.36,0.68,1.04,21.74,5.02
Star Gas Partners,SGU,5.50,5.84,5.46,5.77,0.22,3.96,"180,112",7.24,4.70,0.35,6.07,8.33,9.90
Startek,SRT,7.13,7.13,7.08,7.09,-0.12,-1.66,"890",7.83,5.84,...,...,...,9.24
Starwood Hotels&Resorts Worldwide,HOT,83.48,84.40,83.21,84.04,0.07,0.08,"1,607,784",84.87,62.40,1.40,1.67,27.87,5.78
Starwood Property Trust,STWD,23.57,23.62,23.43,23.60,0.07,0.30,"744,118",24.73,19.15,1.92,8.14,12.12,5.67
Starwood Waypoint Residential Trust,SWAY,27.17,27.38,26.98,27.20,-0.05,-0.18,"462,333",31.04,25.18,...,...,...,-4.56
State Street,STT,70.07,70.69,69.83,70.44,0.24,0.34,"1,618,666",76.24,62.67,1.20,1.70,15.02,-4.02
Statoil ADS,STO,28.20,28.28,28.14,28.19,0.16,0.57,"530,270",31.95,21.01,1.16,4.12,8.40,16.83
Steelcase Cl A,SCS,15.96,16.00,15.68,15.83,-0.16,-1.00,"240,248",17.94,13.60,0.42,2.65,20.83,-0.19
Steel Partners Holdings,SPLP,16.75,16.75,16.56,16.56,-0.13,-0.78,"4,727",17.70,14.64,...,...,28.38,-4.55
Stepan,SCL,48.90,48.93,47.49,47.55,-1.41,-2.88,"54,401",67.20,47.49,0.68,1.43,15.81,-27.55
Steris,STE,54.70,55.08,54.58,55.00,-0.01,-0.02,"166,266",55.36,39.90,0.92,1.67,26.83,14.46
Sterling Bancorp,STL,12.39,12.41,12.27,12.34,-0.07,-0.56,"308,094",13.52,10.00,0.28,2.27,56.09,-7.70
Stewart Information Services,STC,32.07,32.17,31.69,32.11,-0.12,-0.37,"82,712",37.55,28.87,0.10,0.31,30.06,-0.50
Stifel Financial,SF,46.11,46.78,45.85,46.74,0.42,0.91,"323,769",51.59,37.97,...,...,14.61,-2.46
Stillwater Mining,SWC,18.55,18.62,18.26,18.57,-0.12,-0.64,"1,349,351",19.42,10.42,...,...,...,50.49
St. Joe,JOE,21.41,21.52,21.05,21.29,-0.12,-0.56,"785,972",26.64,16.82,...,...,4.64,10.94
St. Jude Medical,STJ,64.43,64.77,64.06,64.33,-0.22,-0.34,"1,683,314",71.90,49.94,1.08,1.68,20.36,3.84
STMicroelectronics,STM,8.13,8.17,8.10,8.15,...,...,"919,937",10.00,7.20,0.40,4.91,...,1.88
Stone Energy,SGY,34.39,34.50,33.71,33.89,-0.59,-1.71,"988,725",50.00,27.38,...,...,24.92,-2.02
Stonegate Mortgage,SGM,14.61,14.67,14.53,14.61,-0.08,-0.54,"20,284",18.94,11.81,...,...,...,-11.62
StoneMor Partners,STON,24.80,24.86,24.65,24.77,-0.03,-0.12,"134,501",26.69,21.75,2.44,9.85,...,-2.94
Stoneridge,SRI,11.86,11.86,11.51,11.74,-0.20,-1.68,"78,769",13.51,8.68,...,...,...,-7.92
Strategic Hotels&Resorts,BEE,11.95,12.10,11.87,12.06,0.08,0.67,"916,867",12.38,8.09,...,...,9.01,27.62
STR Holdings,STRI,1.46,1.49,1.43,1.43,-0.04,-2.72,"57,396",2.69,0.80,...,...,...,-8.92
Stryker,SYK,81.64,82.00,81.30,81.89,-0.09,-0.11,"828,491",86.93,66.44,1.22,1.49,44.99,8.98
Sturm Ruger,RGR,50.53,50.64,49.83,50.44,-0.22,-0.43,"222,712",85.93,48.37,1.80,3.57,9.59,-30.99
Suburban Propane Partners,SPH,44.39,44.54,44.10,44.37,0.05,0.11,"130,188",48.90,39.91,3.50,7.89,31.47,-5.39
Sumitomo Mitsui Financial Group ADS,SMFG,8.09,8.10,8.04,8.07,-0.02,-0.25,"513,011",10.59,7.59,...,...,7.15,-23.07
Summit Hotel Properties,INN,11.00,11.04,10.89,10.99,-0.03,-0.27,"170,018",11.06,8.50,0.47,4.28,...,22.11
Summit Midstream Partners,SMLP,51.71,52.19,51.10,52.08,0.49,0.95,"34,028",53.35,31.62,2.08,3.99,97.36,42.10
SunCoke Energy,SXC,24.00,24.07,23.39,23.65,-0.74,-3.03,"692,536",24.57,15.53,...,...,...,3.68
SunCoke Energy Partners,SXCP,30.70,30.79,30.45,30.51,-0.19,-0.62,"15,280",32.02,22.75,2.06,6.75,21.46,12.58
Sun Communities,SUI,54.18,54.30,53.88,54.02,-0.21,-0.39,"192,733",55.00,39.53,2.60,4.81,124.96,26.69
Suncor Energy,SU,39.62,39.90,39.44,39.77,0.26,0.66,"1,756,435",43.49,31.30,1.04,2.61,22.47,13.47
SunEdison,SUNE,21.72,22.53,21.49,22.38,0.43,1.96,"8,324,189",24.35,6.63,...,...,...,71.49
Sun Life Financial,SLF,37.21,37.55,37.12,37.26,0.07,0.19,"166,527",38.85,30.01,1.32,3.54,15.76,5.46
Sunoco Logistics Partners,SXL,48.66,49.06,48.51,48.67,0.07,0.14,"388,160",49.06,30.89,1.46,3.00,34.40,28.96
Sunstone Hotel Investors,SHO,14.67,14.74,14.58,14.68,-0.03,-0.20,"1,021,630",15.39,12.01,0.20,1.36,55.92,9.55
SunTrust Banks,STI,37.15,37.51,37.06,37.47,0.20,0.54,"2,092,919",41.26,31.59,0.80,2.14,14.52,1.79
SunTrust Banks Cl B WT,STI%A,4.13,4.13,4.13,4.13,...,...,"726",7.48,2.93,...,...,...,-19.34
Superior Energy Services,SPN,34.92,34.92,34.43,34.84,-0.07,-0.20,"1,244,313",37.05,22.85,0.32,0.92,...,30.93
Superior Industries International,SUP,19.23,19.38,19.00,19.26,-0.10,-0.52,"58,107",21.77,16.89,0.72,3.74,24.38,-6.64
Supervalu,SVU,9.71,9.74,9.62,9.66,-0.04,-0.41,"1,785,616",9.74,5.38,...,...,17.72,32.51
Susser Holdings,SUSS,81.11,81.46,81.11,81.37,0.04,0.05,"321,009",82.40,46.24,...,...,59.39,24.25
Susser Petroleum Partners,SUSP,57.17,59.74,56.25,58.00,0.51,0.89,"39,144",59.74,28.64,2.08,3.58,32.84,75.23
Swift Energy,SFY,11.30,11.41,11.11,11.16,-0.21,-1.85,"1,402,429",15.14,8.80,...,...,...,-17.33
Swift Transportation,SWFT,21.30,21.54,21.12,21.16,-0.21,-0.98,"1,317,660",26.71,17.62,...,...,23.51,-4.73
SWS Group,SWS,7.37,7.39,7.16,7.29,-0.11,-1.49,"198,977",8.29,5.19,...,...,...,19.90
Symetra Financial,SYA,23.25,23.32,23.00,23.10,-0.26,-1.11,"208,222",23.56,17.07,0.40,1.73,10.36,21.84
Symmetry Medical,SMA,9.29,9.29,9.07,9.19,-0.13,-1.39,"202,465",11.11,7.69,...,...,...,-8.83
Synchrony Financial,SYF,24.30,25.59,24.26,25.19,0.78,3.20,"3,534,489",25.59,22.60,...,...,...,9.52
Syngenta ADS,SYT,71.58,71.95,71.53,71.78,-0.17,-0.24,"68,892",83.05,67.25,2.28,3.17,19.95,-10.21
SYNNEX,SNX,67.73,68.44,65.93,66.09,-1.93,-2.84,"207,162",79.44,46.87,...,...,14.95,-1.94
Synovus Financial,SNV,23.49,23.71,23.42,23.67,0.11,0.47,"708,141",26.50,20.18,...,...,19.24,-6.07
