Date,Amount,Transaction Type,Category,Account Name
9/16/2013,42.15,debit,Restaurants,Visa Signature
9/16/2013,87.42,debit,Electronics & Software,Visa Signature
9/16/2013,2008.42,credit,Paycheck,Income Fund
9/14/2013,9.99,debit,Music,BankAmericard Platinum Plus Visa
9/14/2013,13.53,debit,Shopping,Visa Signature
9/14/2013,32.99,debit,Gas & Fuel,Visa Signature
9/13/2013,6.37,debit,Fast Food,Visa Signature
9/13/2013,25.53,debit,Restaurants,Visa Signature
9/12/2013,42.74,debit,Gas & Fuel,Visa Signature
9/10/2013,21.59,debit,Uncategorized,Visa Signature
9/10/2013,7.99,debit,Movies & DVDs,Visa Signature
9/9/2013,9.62,debit,Restaurants,Visa Signature
9/9/2013,107.29,debit,Electronics & Software,Visa Signature
9/9/2013,31.42,debit,Gas & Fuel,Visa Signature
9/7/2013,13.02,debit,Uncategorized,Visa Signature
9/7/2013,4.33,debit,Gas & Fuel,Visa Signature
9/7/2013,18.93,debit,Hobbies,Visa Signature
9/7/2013,2.71,debit,Gas & Fuel,Visa Signature
9/6/2013,6.12,debit,Fast Food,Visa Signature
9/6/2013,5.83,debit,Fast Food,Visa Signature
9/6/2013,4.35,debit,Gas & Fuel,Visa Signature
9/6/2013,18,debit,Hair,Visa Signature
9/6/2013,452.97,debit,Electronics & Software,Visa Signature
9/6/2013,563.33,debit,Mortgage & Rent,Income Fund
9/6/2013,650,debit,Student Loan,Income Fund
9/5/2013,43.22,debit,Gas & Fuel,Visa Signature
9/5/2013,5.52,debit,Gas & Fuel,Visa Signature
9/5/2013,2,credit,Income,Income Fund
9/5/2013,1.24,credit,Interest Income,Income Fund
9/5/2013,175.77,debit,Credit Card Payment,Income Fund
9/5/2013,62,debit,Uncategorized,Income Fund
9/5/2013,1.78,credit,Interest Income,Emergency Savings
9/4/2013,4.22,debit,Fast Food,Visa Signature
9/4/2013,175.77,credit,Credit Card Payment,Visa Signature
9/4/2013,6.98,debit,Restaurants,Visa Signature
9/3/2013,3.26,debit,Fast Food,Visa Signature
9/3/2013,99.49,debit,Shopping,Visa Signature
9/3/2013,50.67,debit,Student Loan,Income Fund
9/3/2013,314.06,debit,Credit Card Payment,Income Fund
9/2/2013,12.99,debit,Uncategorized,Visa Signature
9/2/2013,33.75,debit,Gas & Fuel,Visa Signature
9/2/2013,2.65,debit,Home,Visa Signature
9/2/2013,20.56,debit,Restaurants,Visa Signature
9/2/2013,21.94,debit,Restaurants,Visa Signature
8/31/2013,56.72,debit,Shopping,Visa Signature
8/31/2013,314.06,credit,Credit Card Payment,Visa Signature
8/30/2013,12.37,debit,Restaurants,Visa Signature
8/30/2013,4.34,debit,Gas & Fuel,Visa Signature
8/30/2013,10.45,debit,Uncategorized,Visa Signature
8/30/2013,1963.41,credit,Paycheck,Income Fund
8/29/2013,2.38,debit,Fast Food,Visa Signature
8/27/2013,30.04,debit,Restaurants,Visa Signature
8/27/2013,3.26,debit,Fast Food,Visa Signature
8/27/2013,11.63,debit,Fast Food,Visa Signature
8/27/2013,190.69,debit,Utilities,Income Fund
8/27/2013,190.69,debit,Utilities,Income Fund
8/26/2013,32.63,debit,Restaurants,Visa Signature
8/26/2013,3.61,debit,Gas & Fuel,Visa Signature
8/26/2013,18.79,debit,Restaurants,Visa Signature
8/26/2013,12,debit,Bank Fee,MyAccess Checking
8/24/2013,8.01,debit,Restaurants,Visa Signature
8/24/2013,11,debit,Restaurants,Visa Signature
8/23/2013,4.75,debit,Uncategorized,Visa Signature
8/21/2013,4.75,debit,Uncategorized,Visa Signature
8/20/2013,6.86,debit,Fast Food,Visa Signature
8/20/2013,750,debit,Student Loan,Income Fund
8/19/2013,28.78,debit,Groceries,Visa Signature
8/19/2013,10.5,debit,Restaurants,Visa Signature
8/19/2013,23.01,debit,Restaurants,Visa Signature
8/19/2013,4,debit,Entertainment,Visa Signature
8/19/2013,2.19,debit,Fast Food,Visa Signature
8/19/2013,26,debit,Uncategorized,Visa Signature
8/19/2013,34.6,debit,Gas & Fuel,Visa Signature
8/19/2013,2.42,debit,Groceries,Visa Signature
8/19/2013,13.06,debit,Restaurants,Visa Signature
8/19/2013,8.85,debit,Gas & Fuel,Visa Signature
8/19/2013,5.95,debit,Music,Income Fund
8/19/2013,557.89,debit,Credit Card Payment,Income Fund
8/17/2013,13.31,debit,Restaurants,Visa Signature
8/17/2013,557.89,credit,Credit Card Payment,Visa Signature
8/16/2013,4.68,debit,Uncategorized,Visa Signature
8/16/2013,4.95,debit,Shopping,Visa Signature
8/16/2013,1963.42,credit,Paycheck,Income Fund
8/15/2013,37.5,credit,Income,Income Fund
8/15/2013,1.03,debit,Uncategorized,Income Fund
8/15/2013,0.62,credit,Income,Income Fund
8/15/2013,0.41,credit,Income,Income Fund
8/15/2013,0.47,credit,Income,Income Fund
8/15/2013,0.44,credit,Income,Income Fund
8/15/2013,195.66,credit,Paycheck,Emergency Savings
8/14/2013,5.84,debit,Uncategorized,Visa Signature
8/14/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
8/14/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
8/14/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
8/14/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
8/13/2013,39.11,debit,Service & Parts,Visa Signature
8/13/2013,20.95,debit,Music,Income Fund
8/12/2013,29.43,debit,Amusement,Visa Signature
8/12/2013,25.78,debit,Restaurants,Visa Signature
8/12/2013,8.08,debit,Fast Food,Visa Signature
8/12/2013,4.01,debit,Fast Food,Visa Signature
8/12/2013,14.71,debit,Rental Car & Taxi,Visa Signature
8/12/2013,21.9,debit,Groceries,Visa Signature
8/10/2013,2.59,debit,Fast Food,Visa Signature
8/10/2013,24.16,debit,Uncategorized,Visa Signature
8/10/2013,25,debit,Fast Food,Visa Signature
8/9/2013,27.1,debit,Shopping,Visa Signature
8/9/2013,16.25,debit,Alcohol & Bars,Visa Signature
8/8/2013,39.48,debit,Shopping,Visa Signature
8/8/2013,4.19,debit,Shopping,Visa Signature
8/8/2013,563.33,debit,Mortgage & Rent,Income Fund
8/7/2013,18.5,debit,Movies & DVDs,Visa Signature
8/7/2013,6.72,debit,Uncategorized,Visa Signature
8/7/2013,34.99,debit,Shopping,Visa Signature
8/7/2013,15.67,debit,Shopping,Visa Signature
8/7/2013,2,debit,Movies & DVDs,Visa Signature
8/6/2013,5.54,debit,Gas & Fuel,Visa Signature
8/6/2013,104.57,debit,Shopping,Visa Signature
8/6/2013,39.51,debit,Gas & Fuel,Visa Signature
8/6/2013,801.6,debit,Credit Card Payment,Income Fund
8/5/2013,12.12,debit,Shopping,Visa Signature
8/5/2013,2.93,debit,Fast Food,Visa Signature
8/5/2013,8.36,debit,Groceries,Visa Signature
8/5/2013,801.6,credit,Credit Card Payment,Visa Signature
8/5/2013,6.36,debit,Uncategorized,Visa Signature
8/5/2013,12.99,debit,Fast Food,Visa Signature
8/5/2013,1.36,credit,Interest Income,Income Fund
8/5/2013,2,credit,Transfer,Income Fund
8/5/2013,1.63,credit,Interest Income,Emergency Savings
8/5/2013,401.87,debit,Bills & Utilities,Income Fund
8/5/2013,750,debit,Student Loan,Income Fund
8/5/2013,185,debit,Financial,Income Fund
8/3/2013,9,debit,Fast Food,Visa Signature
8/3/2013,23.14,debit,Gas & Fuel,Visa Signature
8/3/2013,2.15,credit,Credit Card Payment,Visa Signature
8/3/2013,12.02,debit,Restaurants,Visa Signature
8/3/2013,7.27,debit,Restaurants,Visa Signature
8/2/2013,15.96,debit,Hair,Visa Signature
8/2/2013,22.07,debit,Shopping,Visa Signature
8/2/2013,401.87,credit,Credit Card Payment,Visa Signature
8/2/2013,53.4,credit,Credit Card Payment,BankAmericard Platinum Plus Visa
8/2/2013,53.4,debit,Credit Card Payment,MyAccess Checking
8/2/2013,16,debit,Shopping,Income Fund
8/2/2013,50.52,debit,Student Loan,Income Fund
8/1/2013,10.51,debit,Alcohol & Bars,Visa Signature
8/1/2013,28.14,debit,Restaurants,Visa Signature
8/1/2013,3.67,debit,Fast Food,Visa Signature
7/31/2013,1963.41,credit,Paycheck,Income Fund
7/30/2013,32,debit,Amusement,Visa Signature
7/29/2013,15.17,debit,Restaurants,Visa Signature
7/29/2013,2.38,debit,Fast Food,Visa Signature
7/29/2013,18.44,debit,Restaurants,Visa Signature
7/29/2013,22.1,debit,Pharmacy,Visa Signature
7/29/2013,91.53,debit,Bills & Utilities,Income Fund
7/27/2013,48.35,debit,Auto Insurance,Visa Signature
7/27/2013,4.75,debit,Fast Food,Visa Signature
7/27/2013,25.31,debit,Restaurants,Visa Signature
7/27/2013,10.07,debit,Food & Dining,Visa Signature
7/26/2013,15.28,debit,Alcohol & Bars,Visa Signature
7/26/2013,7.6,debit,Fast Food,Visa Signature
7/25/2013,12,debit,Bank Fee,MyAccess Checking
7/25/2013,25.14,debit,Restaurants,Visa Signature
7/25/2013,6.05,debit,Fast Food,Visa Signature
7/25/2013,111.23,debit,Shopping,Visa Signature
7/24/2013,14.54,debit,Food & Dining,Visa Signature
7/24/2013,2.59,debit,Fast Food,Visa Signature
7/23/2013,97.88,debit,Clothing,Visa Signature
7/23/2013,14.54,debit,Restaurants,Visa Signature
7/23/2013,17.45,debit,Shopping,Visa Signature
7/23/2013,135,credit,Income,Emergency Savings
7/22/2013,12.22,debit,Alcohol & Bars,Visa Signature
7/22/2013,19.51,debit,Alcohol & Bars,Visa Signature
7/22/2013,63.43,debit,Shopping,Visa Signature
7/22/2013,20.51,debit,Gas & Fuel,Visa Signature
7/22/2013,8.01,debit,Fast Food,Visa Signature
7/22/2013,34.88,debit,Clothing,Visa Signature
7/22/2013,25.7,debit,Restaurants,Visa Signature
7/22/2013,12.5,debit,Shopping,Visa Signature
7/22/2013,9,debit,Alcohol & Bars,Visa Signature
7/22/2013,4.33,debit,Fast Food,Visa Signature
7/22/2013,63.21,debit,Restaurants,Visa Signature
7/22/2013,53.4,debit,Auto Insurance,BankAmericard Platinum Plus Visa
7/20/2013,28.02,debit,Gas & Fuel,Visa Signature
7/20/2013,2.69,debit,Fast Food,Visa Signature
7/20/2013,7.27,debit,Restaurants,Visa Signature
7/20/2013,2.06,debit,Fast Food,Visa Signature
7/20/2013,30,debit,Doctor,Visa Signature
7/19/2013,5.97,debit,Fast Food,Visa Signature
7/19/2013,12.9,debit,Restaurants,Visa Signature
7/19/2013,36.84,debit,Gas & Fuel,Visa Signature
7/19/2013,8.09,debit,Shopping,Visa Signature
7/19/2013,21.21,debit,Fast Food,Visa Signature
7/19/2013,39,debit,Shopping,Income Fund
7/19/2013,16.95,debit,Music,Income Fund
7/19/2013,40,credit,Mobile Phone,Income Fund
7/18/2013,21.65,debit,Gift,Visa Signature
7/17/2013,19.09,debit,Restaurants,Visa Signature
7/17/2013,750,debit,Student Loan,Income Fund
7/16/2013,7.27,debit,Restaurants,Visa Signature
7/16/2013,225.27,credit,Credit Card Payment,BankAmericard Platinum Plus Visa
7/16/2013,80,debit,Transfer,MyAccess Checking
7/16/2013,225.27,debit,Credit Card Payment,MyAccess Checking
7/16/2013,1104.66,debit,Credit Card Payment,Income Fund
7/16/2013,1963.41,credit,Paycheck,Income Fund
7/16/2013,7.98,debit,Music,Income Fund
7/15/2013,73.2,debit,Alcohol & Bars,Visa Signature
7/15/2013,1104.66,credit,Credit Card Payment,Visa Signature
7/15/2013,13.16,debit,Restaurants,Visa Signature
7/15/2013,20.25,debit,Shopping,Visa Signature
7/15/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
7/15/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
7/15/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
7/15/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
7/15/2013,66.06,debit,Shopping,Income Fund
7/13/2013,44.76,debit,Shopping,Visa Signature
7/13/2013,102,debit,Cash & ATM,Income Fund
7/12/2013,9.54,debit,Restaurants,Visa Signature
7/12/2013,7.8,debit,Alcohol & Bars,Visa Signature
7/12/2013,11.8,debit,Alcohol & Bars,Visa Signature
7/11/2013,14.86,debit,Restaurants,Visa Signature
7/11/2013,75.94,debit,Clothing,Visa Signature
7/10/2013,7.27,debit,Restaurants,Visa Signature
7/10/2013,6.82,debit,Fast Food,Visa Signature
7/9/2013,2.84,debit,Fast Food,Visa Signature
7/9/2013,8.11,debit,Food & Dining,Visa Signature
7/9/2013,9.95,debit,Fast Food,Visa Signature
7/8/2013,11.37,debit,Restaurants,Visa Signature
7/8/2013,16,debit,Alcohol & Bars,Visa Signature
7/8/2013,2.15,debit,Gas & Fuel,Visa Signature
7/8/2013,94,debit,Alcohol & Bars,Visa Signature
7/8/2013,24.45,debit,Groceries,Visa Signature
7/8/2013,30,debit,Alcohol & Bars,Visa Signature
7/8/2013,39.79,debit,Gas & Fuel,Visa Signature
7/8/2013,135.17,debit,Air Travel,Visa Signature
7/8/2013,15,debit,Alcohol & Bars,Visa Signature
7/8/2013,135.17,debit,Air Travel,Visa Signature
7/8/2013,563.33,debit,Mortgage & Rent,Income Fund
7/6/2013,8.84,debit,Shopping,Visa Signature
7/6/2013,3.51,debit,Shopping,Visa Signature
7/6/2013,27.71,debit,Fast Food,Visa Signature
7/5/2013,30.83,debit,Clothing,Visa Signature
7/5/2013,20.54,debit,Fast Food,Visa Signature
7/5/2013,33.26,debit,Gas & Fuel,Visa Signature
7/5/2013,4.67,debit,Service & Parts,Visa Signature
7/5/2013,26,debit,Restaurants,Visa Signature
7/5/2013,1.28,credit,Interest Income,Income Fund
7/5/2013,2.5,credit,Income,Income Fund
7/5/2013,0.99,debit,Music,Income Fund
7/5/2013,1.54,credit,Interest Income,Emergency Savings
7/4/2013,28.31,debit,Shopping,Income Fund
7/3/2013,11,debit,Television,MyAccess Checking
7/3/2013,53.95,debit,Furnishings,Visa Signature
7/2/2013,50.52,debit,Student Loan,Income Fund
7/1/2013,58.52,debit,Food & Dining,BankAmericard Platinum Plus Visa
7/1/2013,25.97,debit,Shopping,Visa Signature
7/1/2013,138.45,debit,Shopping,Visa Signature
7/1/2013,28.14,debit,Restaurants,Visa Signature
7/1/2013,1060.62,debit,Shopping,Income Fund
7/1/2013,0.99,debit,Music,Income Fund
6/28/2013,40,debit,Mobile Phone,Income Fund
6/28/2013,1996.75,credit,Paycheck,Income Fund
6/27/2013,171.56,debit,Shopping,Income Fund
6/27/2013,51.66,debit,Bills & Utilities,Income Fund
6/27/2013,1000,debit,Student Loan,Income Fund
6/27/2013,359.95,debit,Shopping,Income Fund
6/27/2013,105.86,debit,Shopping,Income Fund
6/26/2013,100,credit,Income,Income Fund
6/26/2013,0.99,debit,Music,Income Fund
6/24/2013,55.53,debit,Alcohol & Bars,BankAmericard Platinum Plus Visa
6/24/2013,53.4,debit,Auto Insurance,BankAmericard Platinum Plus Visa
6/24/2013,34.13,debit,Shopping,BankAmericard Platinum Plus Visa
6/24/2013,300,credit,Credit Card Payment,BankAmericard Platinum Plus Visa
6/24/2013,9.25,debit,Movies & DVDs,BankAmericard Platinum Plus Visa
6/24/2013,7.18,debit,Restaurants,BankAmericard Platinum Plus Visa
6/24/2013,7.26,debit,Restaurants,BankAmericard Platinum Plus Visa
6/24/2013,7.18,debit,Restaurants,BankAmericard Platinum Plus Visa
6/24/2013,7.26,debit,Restaurants,BankAmericard Platinum Plus Visa
6/24/2013,55.53,debit,Alcohol & Bars,BankAmericard Platinum Plus Visa
6/24/2013,53.4,debit,Auto Insurance,BankAmericard Platinum Plus Visa
6/24/2013,34.13,debit,Shopping,BankAmericard Platinum Plus Visa
6/24/2013,300,credit,Credit Card Payment,BankAmericard Platinum Plus Visa
6/24/2013,9.25,debit,Movies & DVDs,BankAmericard Platinum Plus Visa
6/24/2013,300,debit,Credit Card Payment,MyAccess Checking
6/24/2013,75.41,debit,Clothing,Income Fund
6/24/2013,627.85,credit,Paycheck,Income Fund
6/21/2013,300,debit,Hobbies,BankAmericard Platinum Plus Visa
6/20/2013,2.98,debit,Music,Income Fund
6/19/2013,51.66,debit,Bills & Utilities,Income Fund
6/19/2013,70.05,debit,Utilities,Income Fund
6/17/2013,4.98,debit,Music,Income Fund
6/17/2013,5.94,debit,Fast Food,Income Fund
6/17/2013,25.97,debit,Entertainment,Income Fund
6/17/2013,15.66,debit,Restaurants,Income Fund
6/17/2013,1,debit,Shipping,Income Fund
6/17/2013,4.06,debit,Coffee Shops,Income Fund
6/17/2013,11,debit,Hotel,Income Fund
6/17/2013,222.68,credit,Paycheck,Emergency Savings
6/16/2013,5.5,debit,Fast Food,Income Fund
6/16/2013,4,debit,Furnishings,Income Fund
6/15/2013,9,debit,Hotel,Income Fund
6/14/2013,3050.08,credit,Paycheck,Income Fund
6/12/2013,36.12,debit,Restaurants,Income Fund
6/12/2013,77.38,debit,Restaurants,Income Fund
6/10/2013,29.23,debit,Shopping,Income Fund
6/10/2013,39.6,debit,Shopping,Income Fund
6/10/2013,5.7,debit,Utilities,Income Fund
6/10/2013,563.33,debit,Mortgage & Rent,Income Fund
6/9/2013,4.87,debit,Gas & Fuel,Income Fund
6/9/2013,62.5,debit,Utilities,Income Fund
6/9/2013,5.52,debit,Gas & Fuel,Income Fund
6/9/2013,3.23,debit,Fast Food,Income Fund
6/8/2013,175.35,debit,Shopping,Income Fund
6/8/2013,1500,credit,Transfer,Income Fund
6/8/2013,140.71,debit,Clothing,Income Fund
6/8/2013,24.84,debit,Alcohol & Bars,Income Fund
6/8/2013,55.51,debit,Shopping,Income Fund
6/8/2013,1500,debit,Transfer,Emergency Savings
6/7/2013,13.4,debit,Restaurants,Income Fund
6/7/2013,3.64,debit,Pharmacy,Income Fund
6/7/2013,4.1,debit,Shopping,Income Fund
6/7/2013,46.67,debit,Alcohol & Bars,Income Fund
6/7/2013,0.99,debit,Music,MyAccess Checking
6/6/2013,80,debit,Gas & Fuel,Income Fund
6/6/2013,49.89,debit,Clothing,Income Fund
6/6/2013,375,debit,Mortgage & Rent,Income Fund
6/6/2013,9.2,debit,Pharmacy,Income Fund
6/6/2013,18.68,debit,Fast Food,Income Fund
6/6/2013,19.5,debit,Food & Dining,Income Fund
6/6/2013,75.41,debit,Clothing,Income Fund
6/6/2013,235.34,credit,Federal Tax,MyAccess Checking
6/5/2013,0.62,credit,Interest Income,Income Fund
6/5/2013,59.4,debit,Restaurants,Income Fund
6/5/2013,52.91,debit,Restaurants,Income Fund
6/5/2013,55.84,debit,Shopping,Income Fund
6/5/2013,41.98,debit,Gas & Fuel,Income Fund
6/5/2013,2.72,debit,Fast Food,Income Fund
6/5/2013,4.32,debit,Shopping,Income Fund
6/5/2013,2.6,credit,Interest Income,Emergency Savings
6/5/2013,80,debit,Transfer,MyAccess Checking
6/4/2013,294.44,debit,Home Services,Income Fund
6/3/2013,65.99,debit,Television,MyAccess Checking
5/31/2013,502.18,credit,Paycheck,MyAccess Checking
5/28/2013,102,debit,Utilities,Income Fund
5/28/2013,100,debit,Bills & Utilities,Income Fund
5/27/2013,12.34,debit,Travel,Income Fund
5/26/2013,16,debit,Alcohol & Bars,Income Fund
5/25/2013,1.99,debit,Shopping,Income Fund
5/25/2013,4.85,debit,Fast Food,Income Fund
5/25/2013,58.96,debit,Clothing,Income Fund
5/25/2013,3.36,debit,Fast Food,Income Fund
5/24/2013,4.31,debit,Alcohol & Bars,Income Fund
5/24/2013,25.95,debit,Shopping,Income Fund
5/24/2013,4.88,debit,Fast Food,Income Fund
5/24/2013,2.71,debit,Gas & Fuel,Income Fund
5/24/2013,4.03,debit,Hotel,Income Fund
5/23/2013,8.15,debit,Fast Food,Income Fund
5/23/2013,4.06,debit,Fast Food,MyAccess Checking
5/22/2013,4.87,debit,Gas & Fuel,Income Fund
5/22/2013,4.87,debit,Gas & Fuel,Income Fund
5/22/2013,34.19,debit,Gas & Fuel,Income Fund
5/22/2013,29.71,debit,Home Services,Income Fund
5/22/2013,5.41,debit,Fast Food,Income Fund
5/22/2013,53.4,debit,Auto Insurance,MyAccess Checking
5/22/2013,1.98,debit,Music,MyAccess Checking
5/21/2013,2000,credit,Transfer,Income Fund
5/21/2013,50.72,debit,Student Loan,Income Fund
5/21/2013,1000,debit,Student Loan,Income Fund
5/21/2013,2000,debit,Transfer,Emergency Savings
5/20/2013,5.33,debit,Fast Food,MyAccess Checking
5/20/2013,8.09,debit,Fast Food,MyAccess Checking
5/20/2013,25.69,debit,Gas & Fuel,MyAccess Checking
5/20/2013,176.04,debit,Shopping,MyAccess Checking
5/20/2013,108.22,debit,Home Improvement,MyAccess Checking
5/20/2013,39.06,debit,Uncategorized,MyAccess Checking
5/20/2013,14,debit,Alcohol & Bars,MyAccess Checking
5/19/2013,1000,credit,Transfer,Income Fund
5/19/2013,1000,debit,Transfer,Emergency Savings
5/16/2013,425,credit,Income,Income Fund
5/16/2013,7.22,debit,Fast Food,MyAccess Checking
5/15/2013,312.09,credit,Paycheck,Emergency Savings
5/15/2013,32.87,debit,Shopping,MyAccess Checking
5/15/2013,4.32,debit,Gas & Fuel,MyAccess Checking
5/14/2013,10.48,debit,Fast Food,MyAccess Checking
5/13/2013,4868,credit,Income,Emergency Savings
5/13/2013,43.4,debit,Fast Food,MyAccess Checking
5/13/2013,18.16,debit,Fast Food,MyAccess Checking
5/13/2013,4.95,debit,Fast Food,MyAccess Checking
5/13/2013,11.66,debit,Restaurants,MyAccess Checking
5/13/2013,2.8,debit,Groceries,MyAccess Checking
5/13/2013,6.04,debit,Groceries,MyAccess Checking
5/13/2013,38.64,debit,Restaurants,MyAccess Checking
5/13/2013,8.65,debit,Movies & DVDs,MyAccess Checking
5/13/2013,12.85,debit,Alcohol & Bars,MyAccess Checking
5/10/2013,74,credit,Income,Income Fund
5/10/2013,320.51,credit,Paycheck,Emergency Savings
5/10/2013,6.59,debit,Fast Food,MyAccess Checking
5/10/2013,12.98,debit,Home Services,MyAccess Checking
5/9/2013,10.14,debit,Fast Food,MyAccess Checking
5/9/2013,5.57,debit,Fast Food,MyAccess Checking
5/9/2013,8.65,debit,Pharmacy,MyAccess Checking
5/8/2013,37.89,debit,Clothing,MyAccess Checking
5/8/2013,21.91,debit,Student Loan,MyAccess Checking
5/8/2013,25,debit,Gym,MyAccess Checking
5/8/2013,6.98,debit,Music,MyAccess Checking
5/8/2013,849.76,debit,Air Travel,MyAccess Checking
5/8/2013,15.94,debit,Restaurants,MyAccess Checking
5/7/2013,6,debit,Fast Food,MyAccess Checking
5/7/2013,5.61,debit,Fast Food,MyAccess Checking
5/7/2013,4.97,debit,Fast Food,MyAccess Checking
5/7/2013,375,debit,Mortgage & Rent,MyAccess Checking
5/6/2013,12.99,debit,Fast Food,MyAccess Checking
5/6/2013,706,credit,Federal Tax,MyAccess Checking
5/6/2013,3.75,debit,Parking,MyAccess Checking
5/6/2013,31.28,debit,Shopping,MyAccess Checking
5/6/2013,6.56,debit,Fast Food,MyAccess Checking
5/6/2013,9.29,debit,Restaurants,MyAccess Checking
5/5/2013,0.14,credit,Interest Income,Income Fund
5/5/2013,0.07,credit,Interest Income,Emergency Savings
5/3/2013,1000,credit,Transfer,Emergency Savings
5/3/2013,65.99,debit,Television,MyAccess Checking
5/3/2013,5.84,debit,Fast Food,MyAccess Checking
5/3/2013,31.96,debit,Fast Food,MyAccess Checking
5/3/2013,4.15,debit,Fast Food,MyAccess Checking
5/3/2013,10.14,debit,Fast Food,MyAccess Checking
5/3/2013,39.05,debit,Gas & Fuel,MyAccess Checking
5/3/2013,23.77,debit,Uncategorized,MyAccess Checking
5/2/2013,1000,debit,Transfer,MyAccess Checking
5/2/2013,19.12,debit,Groceries,MyAccess Checking
5/2/2013,6.68,debit,Groceries,MyAccess Checking
5/2/2013,274.54,debit,Uncategorized,MyAccess Checking
5/1/2013,6.04,debit,Groceries,MyAccess Checking
5/1/2013,55.74,debit,Shopping,MyAccess Checking
5/1/2013,8.09,debit,Fast Food,MyAccess Checking
5/1/2013,34.02,debit,Uncategorized,MyAccess Checking
5/1/2013,10.28,debit,Fast Food,MyAccess Checking
4/30/2013,3.75,debit,Restaurants,MyAccess Checking
4/30/2013,3.26,debit,Restaurants,MyAccess Checking
4/30/2013,986.83,credit,Paycheck,MyAccess Checking
4/30/2013,7.2,debit,Fast Food,MyAccess Checking
4/29/2013,5.57,debit,Shopping,MyAccess Checking
4/29/2013,6.65,debit,Restaurants,MyAccess Checking
4/29/2013,333.34,credit,Transfer,MyAccess Checking
4/29/2013,3.44,debit,Groceries,MyAccess Checking
4/29/2013,3.88,debit,Groceries,MyAccess Checking
4/29/2013,7.03,debit,Uncategorized,MyAccess Checking
4/29/2013,1.98,debit,Music,MyAccess Checking
4/29/2013,1.83,debit,Fast Food,MyAccess Checking
4/26/2013,2,debit,ATM Fee,MyAccess Checking
4/26/2013,40,debit,Cash & ATM,MyAccess Checking
4/26/2013,7.2,debit,Fast Food,MyAccess Checking
4/26/2013,6.47,debit,Fast Food,MyAccess Checking
4/26/2013,4.52,debit,Groceries,MyAccess Checking
4/26/2013,10.14,debit,Fast Food,MyAccess Checking
4/26/2013,2,debit,Cash & ATM,MyAccess Checking
4/26/2013,25,debit,Check,MyAccess Checking
4/25/2013,2.9,debit,Groceries,MyAccess Checking
4/25/2013,3.66,debit,Gas & Fuel,MyAccess Checking
4/24/2013,10.14,debit,Fast Food,MyAccess Checking
4/24/2013,2.8,debit,Groceries,MyAccess Checking
4/24/2013,8.09,debit,Fast Food,MyAccess Checking
4/24/2013,7.2,debit,Fast Food,MyAccess Checking
4/23/2013,2.8,debit,Groceries,MyAccess Checking
4/23/2013,2.8,debit,Gas & Fuel,MyAccess Checking
4/23/2013,40,debit,Fast Food,MyAccess Checking
4/22/2013,7.03,debit,Restaurants,MyAccess Checking
4/22/2013,15.82,debit,Laundry,MyAccess Checking
4/22/2013,4.29,debit,Fast Food,MyAccess Checking
4/22/2013,23.14,debit,Gas & Fuel,MyAccess Checking
4/22/2013,29.74,debit,Pharmacy,MyAccess Checking
4/22/2013,4.97,debit,Music,MyAccess Checking
4/22/2013,10.14,debit,Fast Food,MyAccess Checking
4/22/2013,3.24,debit,Fast Food,MyAccess Checking
4/22/2013,479.46,debit,Shopping,MyAccess Checking
4/22/2013,53.4,debit,Auto Insurance,MyAccess Checking
4/22/2013,17,debit,Alcohol & Bars,MyAccess Checking
4/22/2013,7.63,debit,Fast Food,MyAccess Checking
4/22/2013,3.89,debit,Gas & Fuel,MyAccess Checking
4/22/2013,6.16,debit,Fast Food,MyAccess Checking
4/19/2013,8.75,debit,Fast Food,MyAccess Checking
4/19/2013,4.32,debit,Groceries,MyAccess Checking
4/19/2013,2.8,debit,Gas & Fuel,MyAccess Checking
4/18/2013,4.52,debit,Groceries,MyAccess Checking
4/18/2013,7.2,debit,Fast Food,MyAccess Checking
4/17/2013,7.2,debit,Fast Food,MyAccess Checking
4/17/2013,149.18,debit,Eyecare,MyAccess Checking
4/17/2013,4.48,debit,Eyecare,MyAccess Checking
4/17/2013,23.16,debit,Transfer,MyAccess Checking
4/17/2013,3.66,debit,Groceries,MyAccess Checking
4/16/2013,1000,debit,Check,MyAccess Checking
4/16/2013,67.95,debit,Uncategorized,MyAccess Checking
4/16/2013,56.81,debit,Restaurants,MyAccess Checking
4/16/2013,7.2,debit,Fast Food,MyAccess Checking
4/15/2013,500,credit,Transfer,Income Fund
4/15/2013,3.66,debit,Groceries,MyAccess Checking
4/15/2013,15.95,debit,Fast Food,MyAccess Checking
4/15/2013,4.74,debit,Fast Food,MyAccess Checking
4/15/2013,42.19,debit,Fast Food,MyAccess Checking
4/15/2013,26.48,debit,Pharmacy,MyAccess Checking
4/15/2013,2.8,debit,Groceries,MyAccess Checking
4/15/2013,0.99,debit,Music,MyAccess Checking
